"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Item_Type_Combined","Outlet_Years"
"5088","NCO55","12.8","0",0.091408076,108.9938,"OUT018","1","3","2",1071.938,"train","2",4
"5089","FDL16","12.85","0",0.169405699,46.106,"OUT017","0","2","1",792.302,"train","0",6
"5090","FDT59","13.65","0",0.015943701,231.9668,"OUT045","0","2","1",3225.1352,"train","0",11
"5091","DRF01",NA,"0",0.174232377,146.6102,"OUT027","1","3","3",1895.5326,"train","1",28
"5092","NCS06","7.935","0",0.031801103,261.591,"OUT045","0","2","1",3155.892,"train","2",11
"5093","FDY13",NA,"0",0.052749199,74.967,"OUT019","0","1","0",229.701,"train","0",28
"5094","DRF36","16.1","0",0.039463564,189.9846,"OUT010","0","3","0",191.0846,"train","1",15
"5095","FDV10","7.645","1",0.0659527800739932,41.8112,"OUT046","0","1","1",894.8352,"train","0",16
"5096","FDE09","8.775","0",0.036159635,110.7228,"OUT010","0","3","0",331.5684,"train","0",15
"5097","FDC20","10.65","0",0.024020078,57.2272,"OUT045","0","2","1",1174.4712,"train","0",11
"5098","FDI58","7.64","1",0.071104408,95.012,"OUT017","0","2","1",1864.24,"train","0",6
"5099","FDI56","7.325","0",0.093913607,93.2146,"OUT017","0","2","1",1733.0774,"train","0",6
"5100","NCI17","8.645","0",0.144006886,94.741,"OUT018","1","3","2",1061.951,"train","2",4
"5101","NCE19","8.97","0",0.093159233,55.7956,"OUT049","1","1","1",1037.3164,"train","2",14
"5102","FDA26",NA,"1",0.129425145,219.3482,"OUT019","0","1","0",219.0482,"train","0",28
"5103","FDR01","5.405","1",0.053839714,198.6742,"OUT018","1","3","2",2388.8904,"train","0",4
"5104","FDC32",NA,"0",0.098629062,90.6462,"OUT027","1","3","3",2406.2012,"train","0",28
"5105","FDF11","10.195","1",0.017658634,240.1538,"OUT049","1","1","1",1442.1228,"train","0",14
"5106","FDH46","6.935","1",0.041282286,103.5332,"OUT046","0","1","1",1230.3984,"train","0",16
"5107","FDY33",NA,"1",0.170186628,159.0262,"OUT019","0","1","0",159.1262,"train","0",28
"5108","DRG23","8.88","0",0.086781204,152.2682,"OUT046","0","1","1",1829.6184,"train","1",16
"5109","FDY04",NA,"1",0.042270751,162.521,"OUT027","1","3","3",4567.388,"train","0",28
"5110","FDE26","9.3","0",0.089186275,145.3786,"OUT045","0","2","1",2745.0934,"train","0",11
"5111","NCU42","9","0",0.019502965,169.4474,"OUT035","0","2","1",4211.185,"train","2",9
"5112","NCO42","21.25","0",0.024650932,146.0102,"OUT035","0","2","1",2916.204,"train","2",9
"5113","FDU25","12.35","0",0.026722744,59.2246,"OUT049","1","1","1",984.7182,"train","0",14
"5114","FDW02",NA,"1",0.037516862,124.3704,"OUT027","1","3","3",3004.0896,"train","0",28
"5115","FDS22","16.85","1",0.023154399,43.9428,"OUT046","0","1","1",351.5424,"train","0",16
"5116","FDG57","14.7","0",0.072284689,49.8034,"OUT035","0","2","1",631.8442,"train","0",9
"5117","FDQ25","8.63","1",0.028391879,173.9422,"OUT018","1","3","2",4138.6128,"train","0",4
"5118","NCS06","7.935","0",0.031866022,261.291,"OUT018","1","3","2",2892.901,"train","2",4
"5119","FDC29",NA,"1",0.024088444,112.7176,"OUT027","1","3","3",1832.2816,"train","0",28
"5120","NCZ41","19.85","0",0.064409056,126.7704,"OUT035","0","2","1",1752.3856,"train","2",9
"5121","FDW23","5.765","0",0.082012293,37.5164,"OUT046","0","1","1",656.4788,"train","0",16
"5122","FDB03","17.75","1",0.157075658,240.5538,"OUT049","1","1","1",3845.6608,"train","0",14
"5123","FDN25",NA,"1",0.107110465,55.5588,"OUT019","0","1","0",229.0352,"train","0",28
"5124","NCN05","8.235","0",0.014459672,181.895,"OUT046","0","1","1",732.38,"train","2",16
"5125","FDV43",NA,"0",0.076483451,43.4086,"OUT027","1","3","3",847.5634,"train","0",28
"5126","FDG44","6.13","0",0.10234983,55.0298,"OUT049","1","1","1",539.298,"train","0",14
"5127","FDS12","9.1","0",0.174827835,127.2362,"OUT018","1","3","2",1635.8706,"train","0",4
"5128","FDI52","18.7","0",0.104591027,121.4072,"OUT013","2","3","1",2450.144,"train","0",26
"5129","FDU12","15.5","1",0.075868843,261.7568,"OUT049","1","1","1",1845.5976,"train","0",14
"5130","FDG58","10.695","1",0.086764795,156.7972,"OUT035","0","2","1",3427.5384,"train","0",9
"5131","FDA16","6.695","0",0.03408026,220.8456,"OUT018","1","3","2",5084.0488,"train","0",4
"5132","NCD18","16","0",0.072655379,229.8668,"OUT035","0","2","1",4837.7028,"train","2",9
"5133","FDI21","5.59","1",0.056555715,62.6168,"OUT013","2","3","1",639.168,"train","0",26
"5134","FDW31","11.35","1",0.043402224,197.0742,"OUT017","0","2","1",2587.9646,"train","0",6
"5135","FDB35","12.3","1",0.064882207,93.8804,"OUT018","1","3","2",1470.0864,"train","0",4
"5136","FDK58",NA,"1",0.044764726,102.4016,"OUT027","1","3","3",2428.8384,"train","0",28
"5137","FDU14","17.75","0",0.034752647,248.775,"OUT046","0","1","1",3745.125,"train","0",16
"5138","NCP43","17.75","0",0.030631323,178.566,"OUT018","1","3","2",2516.724,"train","2",4
"5139","FDM20",NA,"0",0.0659527800739932,245.0144,"OUT027","1","3","3",3185.1872,"train","0",28
"5140","FDT36",NA,"0",0.110735739,35.2874,"OUT027","1","3","3",988.0472,"train","0",28
"5141","FDW19","12.35","1",0.038657256,110.257,"OUT018","1","3","2",1757.712,"train","0",4
"5142","FDB29","16.7","1",0.052493162,113.9176,"OUT049","1","1","1",2519.3872,"train","0",14
"5143","FDN39","19.35","1",0.065890998,167.0816,"OUT017","0","2","1",1510.0344,"train","0",6
"5144","FDI02","15.7","1",0.114565093,112.0202,"OUT046","0","1","1",337.5606,"train","0",16
"5145","FDA46",NA,"0",0.117065801,196.1136,"OUT027","1","3","3",6026.8216,"train","0",28
"5146","FDV36","18.7","0",0.026450779,124.902,"OUT017","0","2","1",2909.546,"train","0",6
"5147","FDE35","7.06","1",0.043863865,59.5904,"OUT013","2","3","1",761.6752,"train","0",26
"5148","FDT46","11.35","0",0.0659527800739932,52.4008,"OUT035","0","2","1",809.6128,"train","0",9
"5149","FDS21",NA,"1",0.036551446,62.7194,"OUT019","0","1","0",123.8388,"train","0",28
"5150","DRD12","6.96","0",0.077630199,90.9146,"OUT017","0","2","1",1459.4336,"train","1",6
"5151","FDR14",NA,"0",0.304737387,54.7298,"OUT019","0","1","0",107.8596,"train","0",28
"5152","FDG22",NA,"1",0.041180766,37.919,"OUT027","1","3","3",768.999,"train","0",28
"5153","FDX58","13.15","0",0.043831721,184.195,"OUT049","1","1","1",2746.425,"train","0",14
"5154","FDB40",NA,"1",0.007503372,146.7102,"OUT027","1","3","3",4374.306,"train","0",28
"5155","FDJ36","14.5","1",0.214681063,102.7332,"OUT010","0","3","0",205.0664,"train","0",15
"5156","NCL53","7.5","0",0.060649825,177.4028,"OUT010","0","3","0",354.2056,"train","2",15
"5157","NCX05","15.2","0",0.097258937,114.8492,"OUT045","0","2","1",1506.0396,"train","2",11
"5158","FDO21","11.6","1",0.009763021,226.2404,"OUT046","0","1","1",1800.3232,"train","0",16
"5159","NCF07","9","0",0.032152981,102.0016,"OUT018","1","3","2",1518.024,"train","2",4
"5160","FDU20","19.35","1",0.021439694,119.7098,"OUT013","2","3","1",1325.6078,"train","0",26
"5161","FDK09","15.2","0",0.153592956,228.0352,"OUT010","0","3","0",458.0704,"train","0",15
"5162","FDY57","20.2","1",0.121231308,97.5752,"OUT035","0","2","1",1534.0032,"train","0",9
"5163","FDD51",NA,"0",0.119371835,45.2744,"OUT027","1","3","3",905.488,"train","0",28
"5164","FDA49",NA,"0",0.064607378,87.4198,"OUT027","1","3","3",2267.7148,"train","0",28
"5165","FDG33","5.365","1",0.14024028,171.0764,"OUT046","0","1","1",3263.7516,"train","0",16
"5166","FDG35","21.2","1",0.0659527800739932,173.6738,"OUT049","1","1","1",2954.1546,"train","0",14
"5167","FDC52","11.15","1",0.008296692,150.6708,"OUT045","0","2","1",2106.5912,"train","0",11
"5168","FDS34","19.35","1",0.077193256,112.7518,"OUT017","0","2","1",683.1108,"train","0",6
"5169","NCY05","13.5","0",0.055075504,33.3874,"OUT049","1","1","1",282.2992,"train","2",14
"5170","FDO46","9.6","1",0.014209811,188.1872,"OUT035","0","2","1",1701.7848,"train","0",9
"5171","FDY20","12.5","1",0.081879864,91.7488,"OUT049","1","1","1",1358.232,"train","0",14
"5172","FDA13","15.85","0",0.078540095,36.3506,"OUT035","0","2","1",607.2096,"train","0",9
"5173","FDS04","10.195","1",0.146540889,141.7838,"OUT013","2","3","1",1685.8056,"train","0",26
"5174","FDU51","20.2","1",0.097059596,178.6028,"OUT017","0","2","1",2302.3364,"train","0",6
"5175","FDK50","7.96","0",0.028478742,161.8894,"OUT018","1","3","2",2750.4198,"train","0",4
"5176","FDO60","20","0",0.034340926,45.4086,"OUT013","2","3","1",981.3892,"train","0",26
"5177","FDM13","6.425","0",0.063532672,133.0626,"OUT017","0","2","1",1442.7886,"train","0",6
"5178","FDU12",NA,"1",0.075384242,262.7568,"OUT027","1","3","3",7646.0472,"train","0",28
"5179","NCG54","12.1","0",0.080131363,170.9106,"OUT018","1","3","2",1539.9954,"train","2",4
"5180","FDH40","11.6","1",0.132111921,82.2276,"OUT010","0","3","0",243.6828,"train","0",15
"5181","NCI06",NA,"0",0.083547515,179.166,"OUT019","0","1","0",359.532,"train","2",28
"5182","FDA58","9.395","0",0.103731617,236.9932,"OUT035","0","2","1",4242.4776,"train","0",9
"5183","FDJ02","17.2","1",0.025309134,147.0418,"OUT017","0","2","1",2354.2688,"train","0",6
"5184","FDP21","7.42","1",0.0258457,188.9872,"OUT018","1","3","2",2458.1336,"train","0",4
"5185","FDN57","18.25","0",0.054223942,142.0154,"OUT035","0","2","1",2127.231,"train","0",9
"5186","FDV26",NA,"1",0.075791641,193.3794,"OUT027","1","3","3",8388.4142,"train","0",28
"5187","FDZ21","17.6","1",0.03928284,94.641,"OUT049","1","1","1",2799.689,"train","0",14
"5188","FDG21",NA,"1",0.145591438,148.705,"OUT027","1","3","3",1797.66,"train","0",28
"5189","FDF26","6.825","1",0.046824729,155.1998,"OUT018","1","3","2",2460.7968,"train","0",4
"5190","FDC39","7.405","0",0.159062948,208.9296,"OUT013","2","3","1",2700.4848,"train","0",26
"5191","FDQ24","15.7","0",0.073966786,250.5724,"OUT018","1","3","2",4026.7584,"train","0",4
"5192","FDC41","15.6","0",0.117574554,75.667,"OUT017","0","2","1",1301.639,"train","0",6
"5193","NCO14","9.6","0",0.049617765,44.2086,"OUT010","0","3","0",44.6086,"train","2",15
"5194","FDE05",NA,"1",0.032296886,144.0102,"OUT027","1","3","3",5394.9774,"train","0",28
"5195","FDW52",NA,"1",0.037340835,163.1526,"OUT027","1","3","3",3946.8624,"train","0",28
"5196","FDL36",NA,"0",0.075707087,88.183,"OUT027","1","3","3",1438.128,"train","0",28
"5197","FDS04","10.195","1",0.146635206,139.0838,"OUT035","0","2","1",3652.5788,"train","0",9
"5198","NCC18","19.1","0",0.177545624,172.4422,"OUT049","1","1","1",3621.2862,"train","2",14
"5199","FDN01","8.895","0",0.072693696,175.937,"OUT018","1","3","2",529.311,"train","0",4
"5200","FDY02","8.945","1",0.146701312,262.291,"OUT010","0","3","0",1314.955,"train","0",15
"5201","FDV15","10.3","0",0.146999264,103.7648,"OUT017","0","2","1",2804.3496,"train","0",6
"5202","FDC34","16","1",0.173109453,155.2972,"OUT045","0","2","1",3894.93,"train","0",11
"5203","FDX10","6.385","1",0.124410284,34.3874,"OUT017","0","2","1",388.1614,"train","0",6
"5204","NCF19","13","0",0.035079516,47.9034,"OUT013","2","3","1",583.2408,"train","2",26
"5205","FDE17","20.1","1",0.054763518,150.9366,"OUT017","0","2","1",3476.1418,"train","0",6
"5206","FDJ08","11.1","0",0.111122936,189.2846,"OUT018","1","3","2",3630.6074,"train","0",4
"5207","NCN53","5.175","0",0.030330202,35.4874,"OUT013","2","3","1",388.1614,"train","2",26
"5208","FDC16","11.5","1",0.0659527800739932,88.254,"OUT046","0","1","1",1298.31,"train","0",16
"5209","FDO15","16.75","1",0.008601441,73.7038,"OUT018","1","3","2",1404.1722,"train","0",4
"5210","FDQ23",NA,"0",0.024407061,102.3332,"OUT027","1","3","3",1948.1308,"train","0",28
"5211","DRF37","17.25","0",0.084262458,261.591,"OUT013","2","3","1",3418.883,"train","1",26
"5212","FDN40","5.88","0",0.08644044,155.3998,"OUT035","0","2","1",2153.1972,"train","0",9
"5213","FDN24",NA,"0",0.112718928,54.2956,"OUT027","1","3","3",1310.2944,"train","0",28
"5214","FDF16","7.3","0",0.086619573,147.6076,"OUT017","0","2","1",3251.7672,"train","0",6
"5215","FDH27","7.075","0",0.058437653,143.0128,"OUT049","1","1","1",1150.5024,"train","0",14
"5216","FDY52","6.365","0",0.0659527800739932,59.7536,"OUT017","0","2","1",980.0576,"train","0",6
"5217","NCH55",NA,"0",0.034504414,125.202,"OUT027","1","3","3",2783.044,"train","2",28
"5218","NCH18","9.3","0",0.044652785,247.0802,"OUT035","0","2","1",1228.401,"train","2",9
"5219","DRC01","5.92","1",0.019184026,50.3692,"OUT013","2","3","1",591.2304,"train","1",26
"5220","NCO14","9.6","0",0.029638267,42.6086,"OUT035","0","2","1",133.8258,"train","2",9
"5221","DRG39","14.15","0",0.042180995,52.0982,"OUT046","0","1","1",578.5802,"train","1",16
"5222","DRK13","11.8","0",0.11507174,198.2084,"OUT013","2","3","1",3769.7596,"train","1",26
"5223","FDD41","6.765","1",0.087437069,106.1306,"OUT045","0","2","1",1672.4896,"train","0",11
"5224","FDQ19",NA,"1",0.014295564,242.6512,"OUT027","1","3","3",12117.56,"train","0",28
"5225","FDX58","13.15","0",0.073251428,181.695,"OUT010","0","3","0",549.285,"train","0",15
"5226","FDK40",NA,"0",0.021743592,263.191,"OUT027","1","3","3",6574.775,"train","0",28
"5227","FDI52","18.7","0",0.10527024,122.9072,"OUT017","0","2","1",490.0288,"train","0",6
"5228","FDT28","13.3","0",0.063513272,149.9708,"OUT013","2","3","1",2106.5912,"train","0",26
"5229","FDH52","9.42","1",0.044151435,61.5194,"OUT017","0","2","1",866.8716,"train","0",6
"5230","FDZ38","17.6","0",0.008001018,170.4422,"OUT046","0","1","1",2759.0752,"train","0",16
"5231","FDF12","8.235","0",0.0828941,149.3076,"OUT017","0","2","1",1921.4988,"train","0",6
"5232","NCE06",NA,"0",0.091042211,162.6894,"OUT027","1","3","3",2588.6304,"train","2",28
"5233","FDO45","13.15","1",0.038011783,89.6856,"OUT049","1","1","1",703.0848,"train","0",14
"5234","NCS18","12.65","0",0.042296724,106.3938,"OUT045","0","2","1",3751.783,"train","2",11
"5235","NCE54","20.7","0",0.02695441,73.2354,"OUT045","0","2","1",1504.708,"train","2",11
"5236","FDB50","13","0",0.153930108,76.7986,"OUT045","0","2","1",2648.5524,"train","0",11
"5237","FDZ20","16.1","0",0.034376537,256.1356,"OUT045","0","2","1",6358.39,"train","0",11
"5238","FDB11","16","0",0.060971431,226.2404,"OUT045","0","2","1",4725.8484,"train","0",11
"5239","FDU22","12.35","0",0.0659527800739932,118.9124,"OUT013","2","3","1",3199.8348,"train","0",26
"5240","FDY48","14","0",0.023831558,103.1332,"OUT018","1","3","2",1948.1308,"train","0",4
"5241","NCP30","20.5","0",0.032762495,40.0822,"OUT035","0","2","1",1257.0304,"train","2",9
"5242","FDD08","8.3","0",0.035347676,38.0506,"OUT035","0","2","1",531.3084,"train","0",9
"5243","NCG42","19.2","0",0.041291929,130.131,"OUT049","1","1","1",1038.648,"train","2",14
"5244","NCT30","9.1","0",0.080747059,46.9718,"OUT017","0","2","1",850.8924,"train","2",6
"5245","FDT37","14.15","0",0.035240817,255.5014,"OUT013","2","3","1",5355.0294,"train","0",26
"5246","FDU04","7.93","0",0.005557062,122.1414,"OUT049","1","1","1",2924.1936,"train","0",14
"5247","NCH30","17.1","0",0.067154053,114.386,"OUT046","0","1","1",1245.046,"train","2",16
"5248","DRG37","16.2","0",0.019362306,154.6972,"OUT013","2","3","1",1713.7692,"train","1",26
"5249","FDS13","6.465","0",0.124506117,264.7884,"OUT046","0","1","1",3709.8376,"train","0",16
"5250","FDQ47","7.155","1",0.168871496,34.3874,"OUT018","1","3","2",670.4606,"train","0",4
"5251","FDY26","20.6","1",0.030504756,212.6244,"OUT035","0","2","1",3599.3148,"train","0",9
"5252","FDB14","20.25","1",0.103142373,94.612,"OUT018","1","3","2",652.484,"train","0",4
"5253","FDV45",NA,"0",0.078872251,189.5556,"OUT019","0","1","0",1126.5336,"train","0",28
"5254","FDR23","15.85","0",0.082120687,177.437,"OUT018","1","3","2",5645.984,"train","0",4
"5255","NCS29","9","0",0.069487587,266.6884,"OUT013","2","3","1",3974.826,"train","2",26
"5256","FDK33",NA,"0",0.011180843,213.456,"OUT027","1","3","3",4261.12,"train","0",28
"5257","FDW24",NA,"0",0.037315469,50.0034,"OUT027","1","3","3",1992.7394,"train","0",28
"5258","FDR08","18.7","0",0.037835765,111.1886,"OUT017","0","2","1",2334.9606,"train","0",6
"5259","FDB45","20.85","0",0.021312043,104.9306,"OUT013","2","3","1",2299.6732,"train","0",26
"5260","FDW32","18.35","1",0.094218363,83.9882,"OUT013","2","3","1",1202.4348,"train","0",26
"5261","FDN21","18.6","0",0.076841095,162.2236,"OUT035","0","2","1",2900.2248,"train","0",9
"5262","FDH56","9.8","1",0.063805139,117.3492,"OUT035","0","2","1",810.9444,"train","0",9
"5263","FDQ07","15.1","1",0.087542757,219.8456,"OUT049","1","1","1",6189.2768,"train","0",14
"5264","FDU58",NA,"1",0.028871235,188.7898,"OUT027","1","3","3",2057.9878,"train","0",28
"5265","FDK36","7.09","0",0.00720931,48.1034,"OUT013","2","3","1",1069.2748,"train","0",26
"5266","NCG18",NA,"0",0.02286663,102.8332,"OUT027","1","3","3",2768.3964,"train","2",28
"5267","FDQ26",NA,"1",0.067543727,57.2562,"OUT027","1","3","3",2073.967,"train","0",28
"5268","DRL47",NA,"0",0.038549197,127.5362,"OUT027","1","3","3",1006.6896,"train","1",28
"5269","DRJ11","9.5","0",0.0659527800739932,188.9872,"OUT017","0","2","1",1323.6104,"train","1",6
"5270","FDB41","19","1",0.097709541,48.6718,"OUT018","1","3","2",614.5334,"train","0",4
"5271","NCA06","20.5","0",0.143283608,37.919,"OUT046","0","1","1",183.095,"train","2",16
"5272","NCZ41","19.85","0",0.064551885,125.2704,"OUT045","0","2","1",2127.8968,"train","2",11
"5273","NCD54","21.1","0",0.029173031,145.7786,"OUT017","0","2","1",1444.786,"train","2",6
"5274","FDM34",NA,"0",0.067120954,132.9626,"OUT027","1","3","3",3279.065,"train","0",28
"5275","FDL57","15.1","1",0.067020992,260.3304,"OUT013","2","3","1",5424.9384,"train","0",26
"5276","NCD30","19.7","0",0.026826919,98.7726,"OUT013","2","3","1",1859.5794,"train","2",26
"5277","FDH17","16.2","1",0.01665334,97.3726,"OUT046","0","1","1",2055.3246,"train","0",16
"5278","FDD57","18.1","0",0.022395357,96.5094,"OUT035","0","2","1",1332.9316,"train","0",9
"5279","FDC58","10.195","0",0.042113173,42.5428,"OUT018","1","3","2",878.856,"train","0",4
"5280","FDX47","6.55","1",0.034604343,157.8288,"OUT046","0","1","1",2514.0608,"train","0",16
"5281","FDC50","15.85","0",0.136774734,94.4094,"OUT045","0","2","1",1428.141,"train","0",11
"5282","NCS53",NA,"0",0.089343433,157.3604,"OUT027","1","3","3",6021.4952,"train","2",28
"5283","FDY13","12.1","0",0.030250132,75.267,"OUT018","1","3","2",612.536,"train","0",4
"5284","FDP44","16.5","1",0.079698503,100.6332,"OUT035","0","2","1",1537.998,"train","0",9
"5285","FDH60",NA,"1",0.141360118,197.311,"OUT019","0","1","0",392.822,"train","0",28
"5286","FDR02","16.7","0",0.036933417,109.1886,"OUT010","0","3","0",222.3772,"train","0",15
"5287","FDK48",NA,"0",0.037449987,76.7354,"OUT027","1","3","3",2783.7098,"train","0",28
"5288","FDO24","11.1","0",0.294948897,159.0604,"OUT010","0","3","0",792.302,"train","0",15
"5289","FDE20","11.35","1",0.005525913,168.279,"OUT013","2","3","1",2376.906,"train","0",26
"5290","FDM04","9.195","1",0.04712061,53.1666,"OUT046","0","1","1",768.999,"train","0",16
"5291","NCH07",NA,"0",0.162248011,160.4604,"OUT019","0","1","0",316.9208,"train","2",28
"5292","DRP35","18.85","0",0.090867297,127.3336,"OUT046","0","1","1",3962.8416,"train","1",16
"5293","FDO11","8","1",0.030264897,250.3092,"OUT046","0","1","1",6723.2484,"train","0",16
"5294","NCM30","19.1","0",0.067295406,41.9796,"OUT046","0","1","1",701.7532,"train","2",16
"5295","DRF27",NA,"0",0.02827966,152.234,"OUT027","1","3","3",1071.938,"train","1",28
"5296","NCR18",NA,"0",0.020388413,44.4112,"OUT027","1","3","3",767.0016,"train","2",28
"5297","FDS48",NA,"0",0.027644732,149.4708,"OUT027","1","3","3",3159.8868,"train","0",28
"5298","FDO32","6.36","0",0.120731024,46.506,"OUT049","1","1","1",652.484,"train","0",14
"5299","NCP05","19.6","0",0.025429614,151.7024,"OUT017","0","2","1",2884.2456,"train","2",6
"5300","FDF44",NA,"1",0.059438787,130.9968,"OUT027","1","3","3",4828.3816,"train","0",28
"5301","FDX56","17.1","1",0.074059474,209.0638,"OUT046","0","1","1",3520.0846,"train","0",16
"5302","FDE46",NA,"0",0.015693328,150.7366,"OUT027","1","3","3",906.8196,"train","0",28
"5303","FDQ09",NA,"0",0.057850699,113.2834,"OUT027","1","3","3",4376.9692,"train","0",28
"5304","NCB54","8.76","0",0.050011058,126.7336,"OUT013","2","3","1",639.168,"train","2",26
"5305","NCV18","6.775","0",0.105225964,84.225,"OUT035","0","2","1",3162.55,"train","2",9
"5306","NCG55","16.25","0",0.039207025,116.1176,"OUT049","1","1","1",2633.9048,"train","2",14
"5307","FDV14","19.85","0",0.044489064,89.4856,"OUT035","0","2","1",1054.6272,"train","0",9
"5308","FDT31","19.75","0",0.012437935,189.9872,"OUT013","2","3","1",3781.744,"train","0",26
"5309","DRD12","6.96","0",0.077350112,91.4146,"OUT045","0","2","1",638.5022,"train","1",11
"5310","FDZ40","8.935","0",0.040346436,53.7298,"OUT018","1","3","2",593.2278,"train","0",4
"5311","DRI11","8.26","0",0.057585723,113.7834,"OUT010","0","3","0",115.1834,"train","1",15
"5312","FDP23","6.71","0",0.03565903,218.3166,"OUT045","0","2","1",1959.4494,"train","0",11
"5313","FDY02","8.945","1",0.087629354,263.491,"OUT035","0","2","1",1840.937,"train","0",9
"5314","FDM03","12.65","0",0.0659527800739932,107.8938,"OUT046","0","1","1",750.3566,"train","0",16
"5315","FDF35","15","0",0.154228739,107.3938,"OUT049","1","1","1",750.3566,"train","0",14
"5316","DRM37","15.35","0",0.096943078,196.5768,"OUT017","0","2","1",7685.9952,"train","1",6
"5317","NCV41","14.35","0",0.017065268,109.5228,"OUT049","1","1","1",1768.3648,"train","2",14
"5318","NCK53",NA,"0",0.0659527800739932,100.8042,"OUT027","1","3","3",3472.147,"train","2",28
"5319","FDW23","5.765","0",0.082178616,37.0164,"OUT045","0","2","1",540.6296,"train","0",11
"5320","FDW12","8.315","1",0.035542581,143.3444,"OUT013","2","3","1",1596.5884,"train","0",26
"5321","FDG44","6.13","0",0.102171627,53.8298,"OUT035","0","2","1",1024.6662,"train","0",9
"5322","FDJ36","14.5","1",0.128235818,104.1332,"OUT035","0","2","1",205.0664,"train","0",9
"5323","FDX55","15.1","0",0.0552059,219.4166,"OUT046","0","1","1",6096.0648,"train","0",16
"5324","DRG13","17.25","0",0.037337632,163.7526,"OUT018","1","3","2",3289.052,"train","1",4
"5325","NCD06","13","0",0.099242622,46.306,"OUT013","2","3","1",699.09,"train","2",26
"5326","FDW22",NA,"1",0.030143704,222.0114,"OUT027","1","3","3",6207.9192,"train","0",28
"5327","FDD33","12.85","0",0.108412059,233.2642,"OUT045","0","2","1",3950.1914,"train","0",11
"5328","FDG24","7.975","0",0.014628382,82.325,"OUT035","0","2","1",1331.6,"train","0",9
"5329","FDE05","10.895","1",0.032454046,144.8102,"OUT046","0","1","1",3062.0142,"train","0",16
"5330","FDZ12","9.17","0",0.102978817,144.947,"OUT046","0","1","1",4294.41,"train","0",16
"5331","FDX37","16.2","0",0.105498192,101.47,"OUT010","0","3","0",399.48,"train","0",15
"5332","FDE44","14.65","0",0.171355643,47.6692,"OUT035","0","2","1",739.038,"train","0",9
"5333","FDS52",NA,"0",0.009585169,102.5016,"OUT019","0","1","0",101.2016,"train","0",28
"5334","FDO39","6.985","1",0.137926458,184.7608,"OUT018","1","3","2",4042.7376,"train","0",4
"5335","FDI32","17.7","0",0.0659527800739932,115.0834,"OUT045","0","2","1",2764.4016,"train","0",11
"5336","FDV28","16.1","1",0.0659527800739932,35.1558,"OUT017","0","2","1",339.558,"train","0",6
"5337","NCP53","14.75","0",0.033076388,237.2906,"OUT017","0","2","1",3089.9778,"train","2",6
"5338","NCN43","12.15","0",0.006770252,124.473,"OUT049","1","1","1",1231.73,"train","2",14
"5339","NCI31",NA,"0",0.142393355,36.419,"OUT019","0","1","0",109.857,"train","2",28
"5340","FDK55","18.5","0",0.025813943,89.1172,"OUT045","0","2","1",892.172,"train","0",11
"5341","FDC17","12.15","0",0.015548178,211.2928,"OUT017","0","2","1",5049.4272,"train","0",6
"5342","FDV28","16.1","1",0.159698192,32.0558,"OUT035","0","2","1",1018.674,"train","0",9
"5343","FDY26","20.6","1",0.030634813,212.9244,"OUT018","1","3","2",2540.6928,"train","0",4
"5344","NCU06","17.6","0",0.074522745,228.801,"OUT049","1","1","1",3215.814,"train","2",14
"5345","FDV16",NA,"1",0.145200948,35.4558,"OUT019","0","1","0",135.8232,"train","0",28
"5346","FDY31","5.98","0",0.043651198,146.1418,"OUT045","0","2","1",3089.9778,"train","0",11
"5347","DRE37","13.5","0",0.094366079,190.9872,"OUT049","1","1","1",2836.308,"train","1",14
"5348","FDH33","12.85","0",0.121702394,42.7428,"OUT035","0","2","1",703.0848,"train","0",9
"5349","FDA46","13.6","0",0.117613212,194.2136,"OUT035","0","2","1",2527.3768,"train","0",9
"5350","FDP12","9.8","1",0.045258247,35.9874,"OUT035","0","2","1",282.2992,"train","0",9
"5351","FDJ09","15","0",0.058485617,44.7744,"OUT049","1","1","1",679.116,"train","0",14
"5352","NCS54",NA,"0",0.00994477,177.837,"OUT027","1","3","3",6528.169,"train","2",28
"5353","FDJ33",NA,"1",0.087894475,121.173,"OUT027","1","3","3",2586.633,"train","0",28
"5354","FDF32","16.35","0",0.113953562,198.2426,"OUT010","0","3","0",790.9704,"train","0",15
"5355","FDN24",NA,"0",0.198316649,54.3956,"OUT019","0","1","0",272.978,"train","0",28
"5356","FDX21","7.05","0",0.084949955,109.7912,"OUT035","0","2","1",1091.912,"train","0",9
"5357","FDC57","20.1","1",0.054549098,193.782,"OUT013","2","3","1",1158.492,"train","0",26
"5358","NCZ06","19.6","0",0.094545236,254.7698,"OUT018","1","3","2",5327.0658,"train","2",4
"5359","FDY56","16.35","1",0.062359467,224.0062,"OUT013","2","3","1",4288.4178,"train","0",26
"5360","NCH07","13.15","0",0.092811105,159.7604,"OUT049","1","1","1",4119.9704,"train","2",14
"5361","FDS44","12.65","1",0.156679617,238.8538,"OUT018","1","3","2",4566.7222,"train","0",4
"5362","FDY33","14.5","1",0.09735225,160.7262,"OUT049","1","1","1",1750.3882,"train","0",14
"5363","FDZ48","17.75","0",0.076113671,111.4544,"OUT045","0","2","1",1006.6896,"train","0",11
